ID_cliente,cliente_vigente,genero,cliente>=65_anos,matrimonio,tiene_dependientes,#_meses_contrato,servicio_telefonico,suscripcion>1_linea,internet_internetservice,suscripcion_seguridad_linea,suscripcion_de_respaldo,suscripcion_proteccion,suscripcion_soporte,suscripcion_tv_cable,suscripcion_peliculas,tipo_contrato,factura_electronica,forma_pago,total_servicios_mes,total_pagado_cliente,Cuentas_Diarias
0282-nvsjs,0,Female,1,1,1,12,0,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Mailed check,29.3,355.9,11.863333333333333
0285-inhln,0,Male,0,1,1,27,1,0,Dsl,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),54.75,1510.3,50.343333333333334
0289-ivarm,0,Female,0,0,0,35,1,0,Dsl,1,1,1,0,0,0,Month-to-month,0,Electronic check,60.55,1982.6,66.08666666666666
0292-wegch,0,Female,0,1,1,54,1,1,Dsl,0,1,1,1,1,1,Month-to-month,1,Electronic check,86.2,4524.05,150.80166666666668
0295-pphdo,1,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,95.45,3.1816666666666666
0295-qvkpb,0,Male,0,0,0,5,1,0,Dsl,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),63.95,318.1,10.603333333333333
0297-rbcsg,0,Male,0,0,0,19,1,0,Dsl,0,1,0,1,0,1,One year,1,Bank transfer (automatic),65.35,1231.85,41.06166666666666
0298-xacet,0,Male,0,1,1,52,0,0,Dsl,0,1,1,1,1,0,Two year,0,Mailed check,50.2,2554.0,85.13333333333334
0301-fidrb,0,Female,0,1,1,72,0,0,Dsl,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.8,4684.3,156.14333333333335
0301-kobtq,0,Male,0,0,0,32,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,20.48166666666667
0302-joivn,1,Female,0,1,0,8,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,101.15,842.9,28.096666666666668
0303-uncip,0,Male,0,0,0,41,1,1,Dsl,0,0,1,0,0,1,One year,0,Mailed check,65.0,2531.8,84.39333333333335
0303-wmmrn,0,Male,0,0,0,5,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,86.05,2.868333333333333
0305-sqecb,0,Female,0,0,1,11,0,0,Dsl,1,0,0,1,0,0,One year,1,Mailed check,36.05,402.6,13.42
0306-jaele,1,Male,0,0,0,5,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.1,453.4,15.113333333333333
0307-bcopk,0,Female,0,0,0,16,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,10.888333333333332
0308-giqjt,0,Male,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),105.75,7382.85,246.095
0308-ivgok,0,Female,0,0,0,11,0,0,Dsl,0,1,1,1,0,0,One year,1,Credit card (automatic),40.4,422.6,14.086666666666668
0310-mvlet,1,Female,0,1,1,61,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,6010.05,200.335
0310-sucin,0,Female,0,1,0,71,1,0,Dsl,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.8,6046.1,201.5366666666667
0310-vqxam,0,Male,0,0,0,9,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.8,5.96
0311-qywss,0,Female,0,0,0,6,1,0,Dsl,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.45,314.6,10.486666666666668
0311-unpff,1,Female,0,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,75.81166666666667
0314-tkosi,0,Female,0,0,0,6,1,0,Dsl,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,10.763333333333332
0315-lvcrk,0,Male,0,0,0,11,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,84.8,888.75,29.625
0318-quuob,1,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,2.685
0318-zopws,0,Female,0,1,0,49,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,32.445
0319-qztco,0,Female,0,1,1,3,1,0,Dsl,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),58.7,168.6,5.62
0320-dwvtu,0,Female,0,0,0,53,1,0,Fiber optic,1,1,1,1,0,1,Two year,0,Mailed check,99.5,5424.25,180.80833333333334
0320-jdnqg,1,Male,0,1,1,23,1,0,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Electronic check,99.85,2331.3,77.71000000000001
0322-chqru,1,Male,0,0,0,2,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.35,89.5,2.9833333333333334
0322-yinqp,1,Male,0,0,0,1,1,0,Dsl,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,1.6183333333333332
0323-xwwtn,0,Male,0,0,1,3,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.4,121.25,4.041666666666667
0324-brpcj,1,Female,1,1,0,68,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,6851.65,228.38833333333332
0325-xbfac,1,Male,0,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.7,740.3,24.676666666666666
0326-vdyxe,0,Female,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,97.65,6982.5,232.75
0327-wfzsy,0,Male,0,1,1,39,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Electronic check,100.0,3835.55,127.85166666666667
0328-grpmv,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.1,70.1,2.3366666666666664
0329-gtiaj,1,Female,0,0,0,3,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,97.9,315.3,10.51
0330-bgyze,0,Male,0,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),102.5,6157.6,205.25333333333336
0330-ivzha,1,Female,0,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.95,330.15,11.004999999999999
0334-gddso,1,Male,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.35,233.7,7.79
0334-zfjsr,0,Female,0,1,0,55,1,1,Dsl,1,1,0,1,0,0,One year,1,Credit card (automatic),66.05,3462.1,115.40333333333334
0336-kxkfk,0,Male,0,0,0,72,0,0,Dsl,1,0,1,1,1,1,Two year,1,Credit card (automatic),61.2,4390.25,146.34166666666667
0336-pikei,0,Male,1,1,0,72,1,0,Dsl,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),74.4,5360.75,178.69166666666666
0337-cnpze,1,Female,0,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.3,4443.45,148.11499999999998
0343-qluzp,0,Male,0,0,0,60,0,0,Dsl,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),39.6,2424.5,80.81666666666666
0345-hkjvm,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.3,577.6,19.253333333333334
0345-xmmug,0,Female,0,1,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.9,4854.3,161.81
0347-ubkuz,0,Female,0,0,0,15,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45,10.681666666666667
0348-sdkol,1,Female,0,1,0,58,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),102.1,5885.4,196.17999999999998
0354-vxmjc,0,Male,0,1,1,23,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65,14.221666666666666
0354-wyrok,1,Female,1,1,1,31,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.9,2911.3,97.04333333333334
0356-erhvt,0,Male,0,1,0,11,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.9,521.9,17.396666666666665
0356-obmac,0,Female,1,0,0,56,1,1,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,5706.3,190.21
0357-nvcri,0,Female,0,0,1,25,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,471.7,15.723333333333333
0361-hjrdx,0,Female,0,0,0,68,0,0,Dsl,1,1,1,1,1,1,Two year,0,Credit card (automatic),64.35,4539.6,151.32000000000002
0362-raoqo,0,Female,0,0,0,40,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,830.25,27.675
0362-zbzwj,1,Male,0,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,3067.2,102.24
0363-qjvfx,1,Male,0,0,0,32,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),108.15,3432.9,114.43
0363-svhyr,0,Male,0,1,1,71,1,1,Dsl,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.85,6263.8,208.79333333333335
0365-bzuwy,0,Male,0,1,0,17,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.55,1742.5,58.083333333333336
0365-gxezs,0,Male,0,1,0,18,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,0,Electronic check,78.2,1468.75,48.958333333333336
0365-trtpy,0,Female,0,0,0,37,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,112.74333333333334
0366-nqshs,0,Male,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,46.35,1.5450000000000002
0369-zgovk,0,Female,0,1,1,28,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.4,1992.2,66.40666666666667
0373-aivnj,0,Male,0,0,0,9,0,0,Dsl,1,1,1,0,0,0,One year,0,Mailed check,39.55,373.0,12.433333333333334
0374-aacsz,0,Female,0,0,0,1,1,0,Dsl,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.15,50.15,1.6716666666666666
0374-fiuca,0,Male,0,1,0,65,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,1414.45,47.14833333333333
0374-ioegq,0,Female,0,0,0,3,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.6,122.7,4.09
0375-hvgxo,1,Female,0,0,0,1,0,0,Dsl,0,0,0,0,1,0,Month-to-month,1,Electronic check,34.7,34.7,1.1566666666666667
0376-oiwme,0,Male,0,1,0,36,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,93.6,3366.05,112.20166666666667
0376-ymcjc,1,Male,0,0,0,23,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,90.6,1943.2,64.77333333333334
0377-jbkkt,0,Male,0,1,1,22,1,0,Dsl,1,1,0,1,0,0,Month-to-month,1,Mailed check,57.95,1271.8,42.39333333333333
0378-cjkpv,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),112.1,7965.95,265.53166666666664
0378-nhqxu,1,Female,0,1,1,17,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,88.25,1460.65,48.68833333333334
0378-tovms,1,Female,0,0,0,3,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Electronic check,85.8,272.2,9.073333333333332
0378-xszpu,1,Male,0,1,0,58,1,0,Dsl,1,1,1,0,0,0,One year,0,Credit card (automatic),60.3,3563.8,118.79333333333334
0379-djqhr,0,Male,0,1,1,67,1,0,Dsl,1,1,1,0,1,1,Two year,0,Credit card (automatic),81.35,5398.6,179.95333333333335
0380-neavx,0,Male,1,0,0,34,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,99.85,3343.15,111.43833333333333
0380-zcsbi,0,Male,0,0,0,10,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.0,198.7,6.623333333333333
0383-cldda,0,Female,0,0,0,69,1,1,Dsl,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.35,5897.4,196.57999999999998
0384-lpite,0,Male,0,0,0,40,0,0,Dsl,1,1,1,0,1,1,One year,0,Credit card (automatic),62.05,2511.55,83.71833333333333
0384-rvbpi,0,Male,0,0,0,20,1,0,Dsl,1,0,1,0,0,1,Month-to-month,0,Credit card (automatic),64.4,1398.6,46.62
0386-cwrgm,0,Female,0,1,1,46,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,967.85,32.26166666666667
0388-eopex,1,Female,0,1,0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,139.4,4.6466666666666665
0390-dcfdq,1,Female,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.45,70.45,2.3483333333333336
0392-bziuw,0,Female,0,1,0,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),105.0,7589.8,252.99333333333334
0394-yondk,0,Male,0,1,1,70,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,1790.15,59.67166666666667
0396-hujbp,0,Female,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4,1.48
0396-ukgai,0,Male,0,0,1,23,1,0,Dsl,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),55.3,1284.2,42.806666666666665
0396-ychwo,0,Male,0,1,0,36,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.4,3474.2,115.80666666666666
0397-gzbbc,1,Male,1,1,0,59,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.85,5574.75,185.825
0397-zxwqf,0,Male,0,0,0,67,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1430.95,47.69833333333334
0401-wdbxm,0,Male,0,1,1,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),105.55,7542.25,251.40833333333333
0402-cqajn,1,Female,0,0,0,37,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.9,3545.35,118.17833333333333
0402-oamen,0,Female,0,1,1,72,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1709.1,56.97
0404-ahasp,0,Male,0,1,0,72,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9,47.39666666666667
0404-swrvg,1,Male,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,229.55,7.651666666666667
0406-bpdvr,1,Female,1,1,0,54,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),101.5,5373.1,179.10333333333335
0407-bdjkb,1,Male,0,1,0,60,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.75,5742.9,191.42999999999998
0409-wtmpl,0,Female,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),110.65,6526.65,217.55499999999998
0410-ipfty,0,Female,0,1,0,31,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,89.13833333333334
0411-ezjze,0,Female,0,0,0,3,1,1,Dsl,0,0,0,0,1,0,Month-to-month,1,Electronic check,60.25,170.5,5.683333333333334
0412-uccnp,0,Male,0,0,0,55,1,0,Dsl,1,0,1,1,0,0,Two year,1,Electronic check,59.2,3175.85,105.86166666666666
0415-mosgf,1,Female,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.4,44.4,1.48
0419-yaapx,0,Male,0,1,0,49,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),85.3,4297.95,143.265
0420-bwtpw,1,Male,0,0,1,8,0,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.5,215.2,7.173333333333333
0420-hlgxf,0,Female,1,0,0,39,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.75,4036.0,134.53333333333333
0420-txvsg,0,Male,0,1,0,66,1,1,Dsl,1,1,1,0,0,0,Two year,1,Credit card (automatic),66.1,4428.45,147.61499999999998
0422-ohqhq,0,Female,0,1,1,15,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.55,295.95,9.865
0422-uxfap,0,Female,0,1,0,51,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,98.85,4947.55,164.91833333333335
0423-udijq,0,Male,1,0,0,9,1,0,Dsl,0,0,0,1,0,0,Month-to-month,0,Mailed check,49.2,447.9,14.93
0426-tirne,1,Female,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,0.6966666666666667
0428-axxlj,0,Male,0,0,0,25,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3,17.209999999999997
0428-ikycp,0,Male,0,1,0,22,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,61.68833333333334
0430-ihcdj,0,Male,0,0,0,15,1,1,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.0,749.25,24.975
0431-apwvy,1,Female,0,1,1,28,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),90.1,2598.95,86.63166666666666
0432-cajzv,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,90.7,237.65,7.921666666666667
0434-csfon,0,Female,0,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.5,4707.1,156.90333333333334
0436-twffz,0,Female,0,0,0,67,1,1,Dsl,1,0,1,1,1,1,Two year,1,Mailed check,85.25,5714.2,190.47333333333333
0439-ifyun,0,Female,1,0,0,18,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,1294.6,43.15333333333333
0440-ekdcf,0,Male,0,1,0,62,1,0,Dsl,0,1,1,1,0,0,Two year,1,Credit card (automatic),60.15,3753.2,125.10666666666665
0440-mogpm,0,Female,0,0,0,41,1,1,Dsl,0,1,1,0,1,1,One year,1,Electronic check,80.55,3263.9,108.79666666666667
0440-qexbz,0,Female,0,0,0,44,1,1,Dsl,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.15,2139.1,71.30333333333333
0440-uedai,0,Female,0,0,0,53,1,0,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),94.45,5042.75,168.09166666666667
0442-tdyuo,0,Male,0,1,0,48,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,1036.0,34.53333333333333
0442-zxkvs,0,Female,1,1,0,54,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),115.6,6431.05,214.36833333333334
0447-bemng,1,Female,0,1,0,48,0,0,Dsl,1,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),45.3,2145.0,71.5
0447-rxsgd,0,Male,0,0,0,24,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),99.65,2404.85,80.16166666666666
0454-okrct,0,Male,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,Two year,0,Bank transfer (automatic),80.6,2651.1,88.36999999999999
0455-entcr,0,Male,0,1,0,66,1,1,Dsl,1,1,0,1,1,1,Two year,0,Electronic check,85.25,5538.35,184.61166666666668
0455-xfass,0,Female,0,1,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,200.2,6.673333333333333
0458-heuzg,0,Female,0,0,0,13,0,0,Dsl,0,0,1,1,0,0,Two year,0,Mailed check,35.4,450.4,15.013333333333332
0459-spzhj,0,Male,0,1,1,63,1,1,Dsl,1,1,1,0,1,1,Two year,0,Credit card (automatic),83.5,5435.0,181.16666666666666
0461-cvkmu,1,Female,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,83.8,1900.25,63.34166666666667
0463-txoak,0,Male,0,0,1,52,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1334.5,44.483333333333334
0463-wzzko,0,Male,0,0,0,3,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,67.1,2.2366666666666664
0463-zsdnt,0,Male,0,0,0,10,1,0,Dsl,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),56.75,503.25,16.775
0464-wjtko,0,Female,0,1,1,72,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1460.85,48.695
0468-yrpxn,0,Male,0,0,0,29,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),98.8,2807.1,93.57
0471-arvmx,0,Female,1,1,0,62,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Electronic check,104.85,6312.9,210.42999999999998
0471-lvhgk,1,Male,0,1,0,41,1,1,Dsl,0,0,1,0,1,1,One year,1,Electronic check,73.0,3001.2,100.03999999999999
0475-rijep,1,Male,0,0,0,43,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,77.85,3365.85,112.195
0479-hmswa,0,Female,0,0,1,26,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.45,2715.3,90.51
0480-bixde,0,Female,0,1,0,19,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.8,1743.05,58.10166666666667
0480-kyjva,0,Female,0,1,1,72,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.25,1784.5,59.483333333333334
0481-sumcb,0,Female,1,0,0,45,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),102.15,4735.35,157.845
0484-ffvbj,0,Male,0,0,0,32,1,0,Dsl,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.85,2010.95,67.03166666666667
0484-jpbru,0,Male,0,0,0,41,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.25,996.45,33.215
0485-zbsln,0,Male,0,1,1,65,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,1715.1,57.169999999999995
0486-heczi,1,Male,0,1,0,55,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.75,5238.9,174.63
0486-lgcch,0,Male,0,1,1,11,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,225.75,7.525
0487-crlzf,0,Female,0,0,0,49,1,0,Dsl,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),74.45,3721.9,124.06333333333333
0487-rpvum,0,Male,0,1,0,61,1,1,Fiber optic,1,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),99.4,5943.65,198.12166666666664
0487-vvuvk,0,Male,0,1,1,25,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.15,477.6,15.92
